thread_id,n_bins,auc_M_base,M_final_base,peak_M_base,peak_t_base,runs_base,veracity_bucket
544518335019229184,16,69.3,5.0,5.0,5.45,20,unverified
544518337498058753,28,209.925,8.15,8.15,7.9,20,unverified
544518415952539649,3,3.0,1.65,1.65,0.4,20,unverified
544518583112314880,160,753.3,5.3,5.3,77.0,20,unverified
544518590104621058,27,78.925,3.65,3.65,10.6,20,unverified
544518647881170945,2,1.55,1.8,1.8,0.5,20,unverified
544518696463765505,1,7.0,7.0,7.0,0.0,20,unverified
544518707825750016,25,80.175,3.8,3.8,10.25,20,unverified
544518803225604096,941,4786.475,5.3,5.3,168.35,20,unverified
544518841020473345,27,169.375,6.75,6.75,4.65,20,unverified
544518859290464256,554,2282.775,5.2,5.2,348.25,20,unverified
544519021702311936,6,9.925,2.3,2.3,1.75,20,unverified
544519024156360704,46,329.575,7.45,7.45,5.55,20,unverified
544519083300241408,3,13.1,6.85,6.85,0.75,20,unverified
544519166582337536,240,549.075,2.65,2.65,84.5,20,unverified
544519245087121408,21,60.275,3.85,3.85,12.4,20,unverified
544519284740079616,26,157.325,6.85,6.85,9.45,20,unverified
544519298015039489,26,98.25,4.35,4.35,10.0,20,unverified
544519358090084354,2,2.675,3.05,3.05,0.6,20,unverified
544519396828672000,26,117.375,5.35,5.35,12.9,20,unverified
544519480018489344,4,13.825,5.5,5.5,1.95,20,unverified
544519486167330817,9,31.2,4.3,4.3,3.0,20,unverified
544519486498676736,40,163.2,5.35,5.35,27.85,20,unverified
544519577733173248,1,7.15,7.15,7.15,0.0,20,unverified
544519594438696961,5,10.775,3.0,3.0,1.4,20,unverified
544519635916169218,23,114.6,6.0,6.0,13.0,20,unverified
544519694401941504,94,438.275,4.95,4.95,20.85,20,unverified
544519788752818176,19,60.525,3.85,3.85,7.5,20,unverified
544519849507307520,3,8.575,5.05,5.05,1.6,20,unverified
544520042810200064,2,1.5,1.65,1.65,0.3,20,unverified
544520121436213248,302,1848.95,6.35,6.35,62.15,20,unverified
544520195659014145,40,133.375,4.7,4.7,24.95,20,unverified
544520273718812672,5,20.625,5.55,5.55,1.8,20,unverified
544520379176599552,1,5.95,5.95,5.95,0.0,20,unverified
544520434767503361,8,29.675,4.85,4.85,3.15,20,unverified
544520586576547840,31,39.15,1.6,1.6,9.0,20,unverified
544520615441756162,7,13.5,2.7,2.7,2.7,20,unverified
544520690490417152,1,2.55,2.55,2.55,0.0,20,unverified
544520795511611392,8,17.9,3.1,3.1,3.65,20,unverified
544520802339917824,8,20.125,3.2,3.2,2.1,20,unverified
544520888003985408,122,180.725,1.7,1.7,25.2,20,unverified
544520932405284864,39,189.35,5.3,5.3,8.15,20,unverified
544520949748752384,82,447.6,5.75,5.75,14.85,20,unverified
544520990538358784,117,255.05,2.25,2.25,6.1,20,unverified
544521141335764992,59,351.175,7.4,7.4,37.25,20,unverified
544521166543548416,1,5.55,5.55,5.55,0.0,20,unverified
544521433473634304,302,2809.725,9.75,9.75,93.15,20,unverified
544521788777304064,6,25.325,6.8,6.8,4.4,20,unverified
544521880661950464,10,12.25,1.55,1.55,1.8,20,unverified
544521948924248066,11,56.975,6.0,6.0,2.35,20,unverified
552783238415265792,20,43.375,2.75,2.75,8.45,20,unverified
552783667052167168,126,198.55,1.85,1.85,32.75,20,unverified
552783745565347840,16,32.875,2.55,2.55,5.35,20,unverified
552784168849907712,20,36.9,2.1,2.1,2.45,20,unverified
552784526955806720,27,106.875,4.9,4.9,15.75,20,unverified
552784600502915072,251,1178.9,5.05,5.05,59.25,20,unverified
552784882687299584,25,132.8,5.85,5.85,4.2,20,unverified
552784898743099392,49,146.0,3.55,3.55,20.4,20,unverified
552785367972450304,38,101.025,3.45,3.45,20.0,20,false
552785375161499649,2,1.625,1.7,1.7,0.15,20,unverified
552785391653494784,77,299.175,4.35,4.35,18.05,20,unverified
552785443813457921,35,125.625,5.0,5.0,25.0,20,unverified
552785695845396480,24,33.55,1.85,1.85,9.2,20,unverified
552786016906383360,32,78.425,3.8,3.8,25.8,20,unverified
552786099899494400,2529,16159.15,6.5,6.5,266.9,20,false
552786116404072448,3,3.6,2.15,2.15,0.9,20,unverified
552786299875520512,30,81.9,3.4,3.4,11.75,20,unverified
552786340958715904,15,66.525,5.4,5.4,7.45,20,unverified
552786361758265344,96,389.3,5.0,5.0,73.6,20,unverified
552786818853113857,34,122.375,4.0,4.0,9.45,20,unverified
552787144373460992,10,26.175,3.65,3.65,4.6,20,unverified
552787144415404032,1,1.65,1.65,1.65,0.0,20,unverified
552787321561812992,122,731.025,6.55,6.55,44.3,20,unverified
552787361437057024,394,2952.475,8.6,8.6,242.3,20,unverified
552787544837197824,129,213.525,1.8,1.8,16.95,20,unverified
552787599031828480,9,19.025,2.85,2.85,3.9,20,unverified
552787914271510529,55,153.25,3.1,3.1,13.25,20,unverified
552788007603142656,151,638.525,5.15,5.15,95.3,20,unverified
552788396733906944,1,1.5,1.5,1.5,0.0,20,unverified
552788555584765952,16,28.6,2.1,2.1,3.0,20,unverified
552788720236376064,27,71.225,3.4,3.4,14.6,20,unverified
552788886355996672,46,213.075,5.05,5.05,11.85,20,unverified
552788945017516032,45,226.275,5.5,5.5,10.45,20,unverified
552788947219533824,8,11.625,2.15,2.15,3.25,20,unverified
552789127792717826,5,8.95,3.05,3.05,3.1,20,unverified
552789196906459136,23,43.55,2.6,2.6,13.7,20,unverified
552789252690706432,95,455.975,5.65,5.65,53.5,20,unverified
552789443644751872,3,11.2,6.35,6.35,1.6,20,unverified
552789521646247936,67,288.075,4.45,4.45,4.05,20,unverified
552789550238801920,122,314.15,3.4,3.4,72.15,20,unverified
552789583260577792,339,1220.925,4.15,4.15,173.2,20,unverified
552789886202175490,5,6.0,1.85,1.85,1.5,20,unverified
552790074166108160,4,8.55,3.55,3.55,1.9,20,unverified
552790371848040449,66,257.925,4.35,4.35,18.05,20,false
552790565642067968,85,220.35,2.95,2.95,22.25,20,unverified
552790598823186432,1,1.75,1.75,1.75,0.0,20,unverified
552790695036321793,29,73.65,3.7,3.7,18.75,20,unverified
552790742700417024,103,523.55,5.45,5.45,31.95,20,unverified
552790824971677696,24,74.3,3.65,3.65,6.5,20,unverified
552790838015979520,8,40.75,7.05,7.05,4.6,20,unverified
552790875492073472,7,9.125,2.1,2.1,3.8,20,unverified
552790878805168129,5,5.975,2.05,2.05,2.6,20,unverified
552791034447794176,3,5.65,3.5,3.5,1.4,20,unverified
552791065645027328,5,11.475,3.45,3.45,2.1,20,unverified
552791115599192064,100,217.7,2.25,2.25,5.1,20,false
552791159232540673,84,190.8,2.9,2.9,40.65,20,unverified
552791182670327808,49,149.825,3.7,3.7,21.25,20,false
552791196247269378,107,731.8,7.3,7.3,41.0,20,unverified
552791203432103937,1839,8356.525,4.7,4.7,279.55,20,unverified
552791332935434242,15,81.575,6.1,6.1,2.35,20,unverified
552791414388424704,111,237.45,2.4,2.4,25.4,20,unverified
552791578893619200,28,149.475,7.05,7.05,19.65,20,unverified
552791678881660928,278,1088.7,4.6,4.6,138.45,20,unverified
552791719272775680,48,269.65,6.15,6.15,9.35,20,unverified
552791831390732289,44,259.9,6.75,6.75,21.15,20,unverified
552792193992519680,5,6.4,1.95,1.95,1.6,20,unverified
552792271243210754,154,837.95,6.2,6.2,42.95,20,unverified
552792544132997121,19,48.8,3.35,3.35,6.5,20,unverified
552792802309181440,33,82.925,2.95,2.95,9.4,20,unverified
552792913910833152,10,22.2,2.75,2.75,2.7,20,unverified
552792988376915969,65,348.75,6.3,6.3,38.65,20,unverified
552793409438904321,5,16.325,4.5,4.5,1.35,20,unverified
552793539856588801,13,28.825,2.8,2.8,5.05,20,false
552793551231541249,27,169.7,6.85,6.85,6.65,20,false
552793552376569857,189,1548.0,8.95,8.95,91.65,20,unverified
552793679082311680,7,15.95,3.45,3.45,3.25,20,unverified
552793759210307584,15,21.25,1.65,1.65,2.0,20,unverified
552794157484634112,61,182.125,3.35,3.35,15.8,20,false
552794286849536001,23,142.675,6.65,6.65,3.4,20,unverified
552794514424102913,10,34.45,4.9,4.9,5.6,20,unverified
552794942759010304,47,115.8,3.0,3.0,18.05,20,unverified
552794995942772736,45,99.725,2.75,2.75,15.6,20,unverified
552795050502270976,3,2.575,1.55,1.55,0.7,20,unverified
552795056080691200,6,8.425,1.75,1.75,0.4,20,unverified
552795566242279424,2,1.325,1.4,1.4,0.15,20,unverified
552795585095671808,26,41.575,2.1,2.1,9.6,20,false
552795693682032640,10,31.8,3.9,3.9,3.2,20,unverified
552795773180858368,76,498.425,7.05,7.05,19.1,20,unverified
552795778922864640,95,298.0,4.25,4.25,51.1,20,unverified
552795953301045248,36,92.25,3.2,3.2,17.0,20,unverified
552796091255894016,103,419.0,5.5,5.5,71.1,20,false
552796269069209600,3,2.925,1.65,1.65,0.5,20,unverified
552796506642591744,17,53.65,3.8,3.8,5.6,20,unverified
552796522904297472,211,1289.45,6.7,6.7,73.2,20,unverified
552796619104866304,108,568.85,6.2,6.2,48.5,20,unverified
552796625467621376,33,102.95,5.5,5.5,27.55,20,unverified
552796863297236992,37,75.525,2.5,2.5,14.7,20,false
552796895513681920,8,11.0,1.95,1.95,2.7,20,unverified
552797148975464448,6,30.875,6.6,6.6,1.75,20,unverified
552797154692300800,796,1421.45,2.2,2.2,189.65,20,unverified
552797170295144449,48,98.825,2.35,2.35,11.75,20,unverified
552797406094716929,22,89.35,5.3,5.3,12.9,20,unverified
552797638807281664,13,35.15,3.7,3.7,7.55,20,false
552797729504886784,56,234.05,4.55,4.55,9.3,20,unverified
552797828977029120,99,420.625,5.5,5.5,70.85,20,unverified
552798010196107264,507,1272.425,2.6,2.6,41.75,20,unverified
552798016646942721,111,269.925,2.7,2.7,25.6,20,unverified
552798310889566209,4,7.225,2.95,2.95,1.65,20,unverified
552798640679702528,12,34.0,3.7,3.7,4.8,20,unverified
552798654495354880,10,43.325,4.95,4.95,1.3,20,unverified
552798832359374849,25,37.575,2.0,2.0,8.35,20,unverified
552798891994009601,6,10.025,2.65,2.65,3.05,20,unverified
552799062421164032,74,270.45,4.25,4.25,28.5,20,false
552799100715167744,4,8.45,3.2,3.2,1.35,20,unverified
552799317602615297,128,412.05,3.95,3.95,77.9,20,unverified
552799591255384065,20,53.7,3.2,3.2,7.3,20,false
552799606833430528,94,178.475,2.5,2.5,42.65,20,unverified
552799640488517632,81,285.5,4.05,4.05,31.9,20,unverified
552799669521481728,13,32.675,3.2,3.2,5.75,20,unverified
552800045096259584,1743,7621.95,4.7,4.7,551.65,20,false
552800070199148544,41,96.75,4.65,4.65,37.55,20,unverified
552800222553079809,563,1808.85,4.25,4.25,295.85,20,unverified
552800223496790018,150,314.025,2.95,2.95,91.3,20,unverified
552800290861510656,99,626.6,6.8,6.8,26.5,20,unverified
552801028262096896,272,1670.3,6.55,6.55,85.05,20,unverified
552801115516186625,74,167.225,2.65,2.65,24.45,20,unverified
552801438821515264,102,341.75,4.1,4.1,67.0,20,unverified
552801667855695873,8,20.275,3.85,3.85,5.4,20,unverified
552801724898226176,207,860.25,4.2,4.2,2.6,20,unverified
552801829290270720,28,51.775,2.55,2.55,8.15,20,false
552801880812691456,11,15.05,1.55,1.55,0.6,20,false
552801894092275712,214,928.9,5.65,5.65,115.1,20,unverified
552801958428700672,4,8.75,3.15,3.15,0.95,20,false
552801979861598208,2645,18317.525,7.0,7.0,159.2,20,unverified
552802011733716992,63,262.8,4.45,4.45,9.25,20,unverified
552802098602319873,89,473.25,5.65,5.65,17.3,20,unverified
552802099331735552,85,514.15,7.65,7.65,56.85,20,unverified
552802117908697088,2990,12823.2,4.8,4.8,1501.15,20,unverified
552802128688078848,43,171.725,4.6,4.6,14.35,20,unverified
552802515969138688,547,2245.825,4.4,4.4,139.35,20,unverified
552802531672588288,27,60.9,2.55,2.55,4.7,20,unverified
552802606696136705,4,18.125,6.6,6.6,1.65,20,unverified
552802654641225728,35,106.15,3.55,3.55,14.1,20,unverified
552802714816905216,68,161.925,3.75,3.75,42.75,20,unverified
552803413583360001,38,69.0,2.35,2.35,14.95,20,unverified
552803431702749184,9,18.525,3.35,3.35,6.2,20,unverified
552803757864787968,177,237.8,1.75,1.75,70.4,20,unverified
552803792618799106,57,351.2,6.85,6.85,18.85,20,unverified
552803839490150400,26,94.9,4.7,4.7,15.6,20,unverified
552804175310901248,27,46.05,2.45,2.45,10.2,20,unverified
552804198161854464,43,115.2,3.15,3.15,15.5,20,unverified
552804301316579330,131,883.45,7.55,7.55,90.45,20,unverified
552804328319504384,2,4.65,5.7,5.7,0.9,20,unverified
552804394727927808,54,140.6,2.9,2.9,13.05,20,unverified
552804408233193473,37,54.3,1.9,1.9,13.8,20,unverified
552804454773567488,834,2165.25,2.6,2.6,0.65,20,unverified
552804491821854720,21,90.05,5.15,5.15,8.3,20,unverified
552804592988479488,25,48.55,2.55,2.55,10.35,20,unverified
552804763461775360,2,1.875,1.95,1.95,0.15,20,unverified
552804769241526272,3,4.975,3.4,3.4,1.65,20,unverified
552804784819154944,21,49.175,3.15,3.15,9.95,20,unverified
552804810463117312,95,384.75,5.8,5.8,53.1,20,unverified
552804839886184448,39,162.825,4.7,4.7,12.95,20,unverified
552804962158514176,886,4436.425,5.15,5.15,117.35,20,unverified
552805050620604418,121,691.025,6.1,6.1,20.8,20,unverified
552805069956329472,609,3093.8,5.7,5.7,282.25,20,unverified
552805169206157312,855,3783.15,4.9,4.9,398.1,20,unverified
552805175874686977,9,35.675,5.8,5.8,5.7,20,unverified
552805209424941058,1,1.55,1.55,1.55,0.0,20,unverified
552805267990413312,18,35.575,2.4,2.4,5.2,20,false
552805450350362625,350,2523.6,7.7,7.7,82.4,20,unverified
552805488631758849,597,6120.5,10.6,10.6,169.8,20,unverified
552805596198871040,67,229.5,4.6,4.6,50.15,20,false
552805619301097472,415,1174.85,3.45,3.45,199.55,20,false
552805638024077312,37,226.35,7.3,7.3,23.1,20,unverified
552805799106732032,17,76.375,5.4,5.4,6.7,20,unverified
552805830677258240,130,499.475,6.1,6.1,107.8,20,unverified
552805853762699264,76,166.225,2.65,2.65,31.7,20,unverified
552805956619628544,179,1082.05,6.75,6.75,91.9,20,unverified
552805970536333314,43,174.325,5.55,5.55,28.2,20,unverified
552806056154644480,15,61.925,5.05,5.05,6.8,20,unverified
552806077755326464,21,84.375,4.5,4.5,3.55,20,unverified
552806117328568321,4,5.15,2.05,2.05,1.2,20,unverified
552806309540528128,334,2404.775,7.85,7.85,199.3,20,false
552806462125506560,12,20.425,2.1,2.1,2.85,20,unverified
552806610490646528,2934,67124.625,23.45,23.45,983.75,20,unverified
552806624046641153,37,145.825,5.6,5.6,26.35,20,unverified
552806757672964097,79,341.525,4.75,4.75,25.05,20,unverified
552806890498191361,193,692.85,4.65,4.65,128.55,20,unverified
552806932176977920,134,328.925,3.8,3.8,93.8,20,unverified
552806937470201856,38,143.225,4.6,4.6,19.8,20,false
552807013764575232,2615,9406.55,4.0,4.0,1046.55,20,unverified
552807027781947393,32,149.8,5.4,5.4,11.55,20,false
552807054268956673,57,250.7,6.65,6.65,46.2,20,unverified
552807071054184448,9,13.75,2.0,2.0,2.4,20,unverified
552807101442322432,37,142.325,5.7,5.7,28.85,20,unverified
552807191775043585,129,407.75,4.05,4.05,68.7,20,unverified
552807236339507200,8,11.95,2.05,2.05,2.6,20,unverified
552807328287064065,25,127.175,6.6,6.6,16.3,20,unverified
552807528070131712,201,993.0,5.1,5.1,16.25,20,false
552807536894947329,57,93.925,2.15,2.15,22.5,20,unverified
552807582113730560,30,52.5,2.1,2.1,8.35,20,unverified
552807598966059008,45,254.95,6.05,6.05,10.15,20,unverified
552807658869493760,53,76.1,1.9,1.9,21.9,20,unverified
552807783385800705,14,29.525,2.9,2.9,6.7,20,unverified
552807832257835008,10,36.425,4.9,4.9,6.0,20,unverified
552807834434699264,7,24.875,5.2,5.2,4.3,20,unverified
552807874192482305,159,620.975,5.05,5.05,99.7,20,unverified
552807904597008385,228,1268.425,5.9,5.9,54.0,20,unverified
552808071387701248,109,858.575,9.2,9.2,61.9,20,false
552808135006887937,269,1243.775,5.35,5.35,152.25,20,unverified
552808138127446016,226,461.875,2.6,2.6,104.25,20,unverified
552808242276229120,7,30.55,6.15,6.15,4.15,20,unverified
552808282398924800,433,1363.8,4.3,4.3,271.85,20,unverified
552808461940301825,29,68.1,2.75,2.75,8.55,20,unverified
552808487924011008,48,277.075,8.9,8.9,36.15,20,unverified
552808620187217920,4,5.525,2.05,2.05,0.75,20,unverified
552808658510561280,24,67.075,3.5,3.5,7.75,20,unverified
552808701065953280,19,51.925,3.25,3.25,5.65,20,unverified
552808776492130304,78,142.075,2.25,2.25,31.45,20,unverified
552808785329549313,8,12.05,2.55,2.55,4.75,20,unverified
552808904137408512,2,1.525,1.75,1.75,0.45,20,unverified
552809042687819776,59,90.425,1.95,1.95,21.4,20,unverified
552809336360419329,59,198.975,3.7,3.7,12.45,20,unverified
552809418417790976,69,443.525,6.85,6.85,12.6,20,unverified
552809902956367872,75,279.4,4.25,4.25,29.1,20,unverified
552810032765497345,311,1669.5,5.95,5.95,72.7,20,unverified
552810124776308736,1076,3590.625,3.45,3.45,115.95,20,unverified
552810138114195456,303,600.675,2.25,2.25,65.2,20,false
552810166744547328,235,997.875,4.7,4.7,78.6,20,unverified
552810249263259649,1,1.65,1.65,1.65,0.0,20,unverified
552810276635291649,10,26.325,3.35,3.35,3.55,20,unverified
552810287695659009,16,75.275,5.5,5.5,5.3,20,unverified
552810448324943872,6,25.85,5.8,5.8,2.4,20,false
552810477940932609,322,1636.1,5.55,5.55,120.55,20,unverified
552810625873633280,18,82.1,5.5,5.5,6.1,20,unverified
552810804186460161,9,35.25,5.7,5.7,5.65,20,false
552810805243412481,1,1.65,1.65,1.65,0.0,20,unverified
552810855503757313,2,6.375,6.7,6.7,0.45,20,unverified
552810884029222912,64,227.525,5.4,5.4,50.6,20,unverified
552811128326475776,1026,2645.625,3.1,3.1,422.7,20,unverified
552811254667288576,142,453.825,3.35,3.35,12.4,20,unverified
552811319079227393,91,490.675,6.0,6.0,28.05,20,unverified
552811354323963904,9,32.325,5.5,5.5,5.6,20,unverified
552811386259386370,10,51.6,6.3,6.3,4.1,20,unverified
552811408094945280,23,140.9,6.85,6.85,6.3,20,unverified
552811438994378754,118,441.825,4.35,4.35,63.1,20,unverified
552811533303296001,114,529.1,5.3,5.3,64.4,20,unverified
552811606640721921,201,968.575,5.05,5.05,36.15,20,unverified
552811735183552512,306,1124.55,3.95,3.95,76.75,20,unverified
552811772038881280,41,153.375,4.45,4.45,18.2,20,unverified
552812020295532544,121,535.15,5.1,5.1,48.15,20,unverified
552812040926941185,57,227.575,4.6,4.6,26.3,20,unverified
552812098057936896,63,180.025,3.55,3.55,33.15,20,unverified
552812140479148032,31,221.4,7.8,7.8,7.6,20,unverified
552812188315172864,4,5.325,2.45,2.45,1.9,20,unverified
552812416485294080,85,168.025,2.6,2.6,43.95,20,unverified
552812475134275584,90,478.425,5.5,5.5,8.1,20,unverified
552812572731527168,4,10.55,4.8,4.8,2.2,20,unverified
552812623658762240,65,110.95,2.4,2.4,32.7,20,unverified
552812682626465792,267,737.525,3.25,3.25,117.5,20,unverified
552812775907422209,53,210.725,4.15,4.15,4.1,20,unverified
552812811651272705,13,62.475,5.55,5.55,3.5,20,unverified
552812847651377153,529,796.775,2.35,2.35,366.5,20,unverified
552812951208722432,292,1275.875,4.7,4.7,89.75,20,unverified
552812984343330816,145,1310.35,9.7,9.7,57.7,20,unverified
552813011803836416,353,1114.25,3.45,3.45,93.65,20,unverified
552813155572006912,664,2831.125,5.6,5.6,552.6,20,unverified
552813160110252032,21,43.025,2.4,2.4,5.15,20,unverified
552813223360352256,54,166.025,4.25,4.25,34.85,20,unverified
552813420136128513,41,101.85,3.05,3.05,15.1,20,unverified
552813461953323008,13,55.075,5.6,5.6,6.75,20,unverified
552813494345940992,8,15.925,2.6,2.6,2.6,20,false
552813549291315200,22,45.6,2.7,2.7,9.55,20,false
552813590919778304,491,2904.625,6.75,6.75,248.6,20,unverified
552813988644659200,38,99.9,4.75,4.75,36.85,20,unverified
552814076167213056,7,9.95,1.9,1.9,1.1,20,unverified
552814130827370498,344,946.275,3.1,3.1,112.6,20,unverified
552814137857036289,8,11.725,2.4,2.4,5.1,20,unverified
552814213081866240,21,76.7,4.6,4.6,12.85,20,unverified
552814216550563840,370,1097.525,3.65,3.65,196.5,20,unverified
552814280471367680,1478,11508.925,8.1,8.1,438.4,20,unverified
552814317096407040,238,587.75,3.2,3.2,156.6,20,unverified
552814382338826240,959,2578.625,2.95,2.95,245.05,20,unverified
552814460193476609,87,311.675,4.05,4.05,35.8,20,unverified
552814494381256704,6,14.475,3.5,3.5,2.75,20,false
552814566594576386,352,1478.1,4.25,4.25,8.8,20,unverified
552814766369284097,128,171.575,1.6,1.6,31.75,20,unverified
552814767417876480,22,51.075,2.95,2.95,8.2,20,unverified
552814770542628865,45,294.45,8.1,8.1,26.4,20,unverified
552814845016694786,71,243.475,4.35,4.35,44.9,20,unverified
552814916567322624,452,608.85,1.35,1.35,0.0,20,unverified
552814974511628289,29,42.0,1.9,1.9,11.45,20,unverified
552814978823385088,2,1.65,1.8,1.8,0.3,20,unverified
552814983797821440,6,13.95,3.4,3.4,2.85,20,unverified
552815017402589184,66,246.6,4.25,4.25,27.6,20,unverified
552815091331366912,1,1.8,1.8,1.8,0.0,20,unverified
552815122897727488,1196,9454.825,8.75,8.75,914.35,20,unverified
552815182708494336,5,5.65,1.85,1.85,2.0,20,false
552815274848964608,56,85.325,1.9,1.9,19.4,20,unverified
552815293349650433,433,2330.525,6.65,6.65,307.2,20,unverified
552815332931665921,240,1381.875,5.9,5.9,14.7,20,unverified
552815387759616000,8,28.675,5.6,5.6,5.65,20,unverified
552815443959091200,39,113.375,3.2,3.2,7.25,20,unverified
552815540721291265,15,26.85,2.5,2.5,7.7,20,unverified
552815575672836096,13,34.575,2.95,2.95,1.0,20,unverified
552815682241691648,14,64.575,5.75,5.75,6.8,20,unverified
552815712327454720,320,2708.575,9.2,9.2,124.5,20,unverified
552815712432316417,13,19.9,1.85,1.85,2.4,20,unverified
552815993165467649,12,28.15,3.55,3.55,8.75,20,unverified
552816010752167936,53,115.4,3.3,3.3,34.3,20,unverified
552816020403269632,12,19.5,2.55,2.55,6.75,20,unverified
552816062593761280,902,3379.6,6.65,6.65,468.1,20,unverified
552816233796894720,53,137.4,3.3,3.3,26.05,20,unverified
552816288612225024,87,292.15,3.8,3.8,32.75,20,unverified
552816302780579840,41,168.975,4.7,4.7,10.9,20,false
552816497740251136,8,26.925,4.7,4.7,4.95,20,unverified
552816539175763969,71,362.425,5.85,5.85,32.35,20,unverified
552816561514635264,12,59.225,5.85,5.85,4.15,20,unverified
552816590463315968,162,683.675,5.5,5.5,130.65,20,unverified
552816600995614721,2,1.6,1.6,1.6,0.0,20,false
552816686752358401,326,551.2,2.95,2.95,278.1,20,unverified
552816689386373121,77,220.475,3.35,3.35,26.85,20,unverified
552816883012239360,1498,2737.375,1.9,1.9,106.8,20,unverified
552816932643405824,28,54.875,2.3,2.3,7.35,20,unverified
552816933851394048,386,1483.45,4.1,4.1,82.7,20,unverified
552817061203050496,97,246.775,2.9,2.9,27.85,20,unverified
552817146166652928,19,61.675,3.9,3.9,6.8,20,unverified
552817151112142848,53,177.4,3.65,3.65,12.25,20,unverified
552817205982019584,16,42.825,4.25,4.25,8.9,20,unverified
552817293969739778,106,862.075,9.4,9.4,63.7,20,unverified
552817345887207425,16,49.075,4.7,4.7,13.15,20,unverified
552817367995002880,43,270.575,7.1,7.1,16.55,20,unverified
552817391181103104,197,355.425,2.95,2.95,188.05,20,unverified
552817490263572480,15,18.225,1.95,1.95,8.35,20,unverified
552817675408523264,305,1257.025,4.5,4.5,82.4,20,unverified
552817711617552385,84,444.425,5.7,5.7,21.6,20,unverified
552817769604198400,244,481.35,2.05,2.05,16.05,20,unverified
552817783910961152,419,1840.625,4.75,4.75,123.85,20,unverified
552817785949396992,633,2748.15,5.45,5.45,596.6,20,unverified
552817918220984320,1249,3624.475,3.4,3.4,527.3,20,unverified
552817965813739520,30,165.5,7.1,7.1,18.05,20,unverified
552818300041052160,62,261.15,4.85,4.85,30.4,20,unverified
552818334643658752,722,3727.55,5.75,5.75,275.65,20,unverified
552818685526933505,288,1064.9,4.25,4.25,54.95,20,unverified
552818799095730176,71,521.65,7.75,7.75,21.0,20,unverified
552818821460148226,4,4.8,1.9,1.9,1.05,20,unverified
552818868604129280,108,234.4,2.55,2.55,38.4,20,unverified
552818870281850881,428,2333.425,5.85,5.85,125.6,20,unverified
552818922798727168,3018,16998.15,6.5,6.5,1241.55,20,unverified
552818988468944897,4,8.975,3.6,3.6,1.65,20,unverified
552819064301961216,43,199.925,5.1,5.1,10.75,20,unverified
552819155859431424,31,102.575,4.75,4.75,12.0,20,unverified
552819208212717568,16,36.65,3.05,3.05,6.95,20,unverified
552819316702199811,290,1230.85,4.45,4.45,51.7,20,unverified
552819350504493057,101,399.25,4.05,4.05,5.9,20,unverified
552819569103220736,264,682.55,2.65,2.65,10.75,20,unverified
552819649599897601,2115,11337.8,5.4,5.4,36.55,20,unverified
552819824007872512,519,783.45,2.2,2.2,345.25,20,unverified
552819936343883776,687,4151.65,6.85,6.85,422.9,20,unverified
552819983915700224,21,24.025,1.25,1.25,1.0,20,unverified
552819986834923520,64,195.35,3.9,3.9,41.65,20,unverified
552820156980670464,9,17.5,2.75,2.75,4.8,20,unverified
552820331204055041,15,27.125,2.15,2.15,3.2,20,unverified
552820384039706624,3,5.2,2.9,2.9,0.8,20,unverified
552820533507944448,138,333.275,2.55,2.55,15.15,20,unverified
552820575752974336,251,961.775,4.3,4.3,94.55,20,unverified
552820735513612288,77,133.175,2.1,2.1,26.6,20,unverified
552820736490889216,55,253.2,4.9,4.9,10.05,20,false
552820842544246784,51,238.45,5.8,5.8,26.75,20,unverified
552820930419109888,144,942.675,6.8,6.8,29.3,20,unverified
552821030117711872,300,1515.15,5.25,5.25,26.6,20,unverified
552821050145513472,271,1600.25,6.4,6.4,90.8,20,unverified
552821069036670976,28,114.175,5.0,5.0,13.75,20,unverified
552821223676444672,14,22.325,3.0,3.0,10.9,20,unverified
552821282447040513,1010,4104.925,4.55,4.55,469.05,20,unverified
552821287933202435,11,56.525,6.4,6.4,4.3,20,unverified
552821437678223361,1117,4610.35,4.15,4.15,14.7,20,unverified
552821475066281984,44,160.025,4.25,4.25,20.3,20,unverified
552821570423771136,1413,6153.8,5.1,5.1,878.6,20,unverified
552821573946982401,25,75.975,5.05,5.05,20.55,20,unverified
552821659103940608,17,61.575,5.4,5.4,11.35,20,unverified
552821730100924417,2732,16839.5,6.4,6.4,506.25,20,unverified
552821810224304128,66,335.775,5.6,5.6,20.5,20,unverified
552821810572439553,8,40.3,5.95,5.95,1.55,20,unverified
552821862850637825,14,66.325,6.45,6.45,10.3,20,unverified
552821977061556225,649,6066.175,12.6,12.6,602.35,20,unverified
552821991850668032,6,13.075,2.95,2.95,1.8,20,unverified
552822043490938881,23,67.9,3.65,3.65,9.95,20,unverified
552822076676255744,65,196.4,3.95,3.95,34.55,20,unverified
552822314157768704,42,195.075,5.25,5.25,16.9,20,unverified
552822330141851649,758,4191.3,5.75,5.75,111.15,20,unverified
552822434639126528,41,179.9,4.85,4.85,10.75,20,false
552822450824962048,400,1315.075,3.7,3.7,140.35,20,unverified
552822465047437314,3,3.7,2.15,2.15,0.8,20,unverified
552822544341139458,37,145.7,4.6,4.6,10.55,20,unverified
552822566726164481,270,581.4,3.3,3.3,154.85,20,unverified
552822604206460928,23,121.975,7.25,7.25,12.35,20,unverified
552822696200142850,1,1.55,1.55,1.55,0.0,20,unverified
